"tollgate_id","time_window","direction","volume"
"1","[2016-10-01 18:40:00,2016-10-01 19:00:00)","0","89"
"1","[2016-10-01 18:40:00,2016-10-01 19:00:00)","1","11"
"3","[2016-10-01 18:40:00,2016-10-01 19:00:00)","0","71"
"3","[2016-10-01 18:40:00,2016-10-01 19:00:00)","1","6"
"2","[2016-10-01 18:40:00,2016-10-01 19:00:00)","0","5"
"1","[2016-10-02 08:00:00,2016-10-02 08:20:00)","0","203"
"1","[2016-10-02 08:00:00,2016-10-02 08:20:00)","1","19"
"3","[2016-10-02 08:00:00,2016-10-02 08:20:00)","0","133"
"3","[2016-10-02 08:00:00,2016-10-02 08:20:00)","1","13"
"2","[2016-10-02 08:00:00,2016-10-02 08:20:00)","0","-1"
"1","[2016-10-02 08:20:00,2016-10-02 08:40:00)","0","237"
"1","[2016-10-02 08:20:00,2016-10-02 08:40:00)","1","13"
"3","[2016-10-02 08:20:00,2016-10-02 08:40:00)","0","141"
"3","[2016-10-02 08:20:00,2016-10-02 08:40:00)","1","14"
"2","[2016-10-02 08:20:00,2016-10-02 08:40:00)","0","15"
"1","[2016-10-02 08:40:00,2016-10-02 09:00:00)","0","277"
"1","[2016-10-02 08:40:00,2016-10-02 09:00:00)","1","6"
"3","[2016-10-02 08:40:00,2016-10-02 09:00:00)","0","146"
"3","[2016-10-02 08:40:00,2016-10-02 09:00:00)","1","8"
"2","[2016-10-02 08:40:00,2016-10-02 09:00:00)","0","18"
"1","[2016-10-02 09:00:00,2016-10-02 09:20:00)","0","266"
"1","[2016-10-02 09:00:00,2016-10-02 09:20:00)","1","14"
"3","[2016-10-02 09:00:00,2016-10-02 09:20:00)","0","175"
"3","[2016-10-02 09:00:00,2016-10-02 09:20:00)","1","24"
"2","[2016-10-02 09:00:00,2016-10-02 09:20:00)","0","14"
"1","[2016-10-02 09:20:00,2016-10-02 09:40:00)","0","271"
"1","[2016-10-02 09:20:00,2016-10-02 09:40:00)","1","9"
"3","[2016-10-02 09:20:00,2016-10-02 09:40:00)","0","161"
"3","[2016-10-02 09:20:00,2016-10-02 09:40:00)","1","20"
"2","[2016-10-02 09:20:00,2016-10-02 09:40:00)","0","11"
"1","[2016-10-02 09:40:00,2016-10-02 10:00:00)","0","211"
"1","[2016-10-02 09:40:00,2016-10-02 10:00:00)","1","8"
"3","[2016-10-02 09:40:00,2016-10-02 10:00:00)","0","147"
"3","[2016-10-02 09:40:00,2016-10-02 10:00:00)","1","13"
"2","[2016-10-02 09:40:00,2016-10-02 10:00:00)","0","8"
"1","[2016-10-02 17:00:00,2016-10-02 17:20:00)","0","166"
"1","[2016-10-02 17:00:00,2016-10-02 17:20:00)","1","5"
"3","[2016-10-02 17:00:00,2016-10-02 17:20:00)","0","98"
"3","[2016-10-02 17:00:00,2016-10-02 17:20:00)","1","7"
"2","[2016-10-02 17:00:00,2016-10-02 17:20:00)","0","11"
"1","[2016-10-02 17:20:00,2016-10-02 17:40:00)","0","132"
"1","[2016-10-02 17:20:00,2016-10-02 17:40:00)","1","18"
"3","[2016-10-02 17:20:00,2016-10-02 17:40:00)","0","100"
"3","[2016-10-02 17:20:00,2016-10-02 17:40:00)","1","18"
"2","[2016-10-02 17:20:00,2016-10-02 17:40:00)","0","10"
"1","[2016-10-02 17:40:00,2016-10-02 18:00:00)","0","108"
"1","[2016-10-02 17:40:00,2016-10-02 18:00:00)","1","16"
"3","[2016-10-02 17:40:00,2016-10-02 18:00:00)","0","98"
"3","[2016-10-02 17:40:00,2016-10-02 18:00:00)","1","9"
"2","[2016-10-02 17:40:00,2016-10-02 18:00:00)","0","4"
"1","[2016-10-02 18:00:00,2016-10-02 18:20:00)","0","97"
"1","[2016-10-02 18:00:00,2016-10-02 18:20:00)","1","14"
"3","[2016-10-02 18:00:00,2016-10-02 18:20:00)","0","80"
"3","[2016-10-02 18:00:00,2016-10-02 18:20:00)","1","8"
"2","[2016-10-02 18:00:00,2016-10-02 18:20:00)","0","2"
"1","[2016-10-02 18:20:00,2016-10-02 18:40:00)","0","116"
"1","[2016-10-02 18:20:00,2016-10-02 18:40:00)","1","11"
"3","[2016-10-02 18:20:00,2016-10-02 18:40:00)","0","62"
"3","[2016-10-02 18:20:00,2016-10-02 18:40:00)","1","15"
"2","[2016-10-02 18:20:00,2016-10-02 18:40:00)","0","3"
"1","[2016-10-02 18:40:00,2016-10-02 19:00:00)","0","77"
"1","[2016-10-02 18:40:00,2016-10-02 19:00:00)","1","9"
"3","[2016-10-02 18:40:00,2016-10-02 19:00:00)","0","67"
"3","[2016-10-02 18:40:00,2016-10-02 19:00:00)","1","5"
"2","[2016-10-02 18:40:00,2016-10-02 19:00:00)","0","2"
"1","[2016-10-03 08:00:00,2016-10-03 08:20:00)","0","189"
"1","[2016-10-03 08:00:00,2016-10-03 08:20:00)","1","15"
"3","[2016-10-03 08:00:00,2016-10-03 08:20:00)","0","131"
"3","[2016-10-03 08:00:00,2016-10-03 08:20:00)","1","15"
"2","[2016-10-03 08:00:00,2016-10-03 08:20:00)","0","8"
"1","[2016-10-03 08:20:00,2016-10-03 08:40:00)","0","196"
"1","[2016-10-03 08:20:00,2016-10-03 08:40:00)","1","21"
"3","[2016-10-03 08:20:00,2016-10-03 08:40:00)","0","136"
"3","[2016-10-03 08:20:00,2016-10-03 08:40:00)","1","16"
"2","[2016-10-03 08:20:00,2016-10-03 08:40:00)","0","8"
"1","[2016-10-03 08:40:00,2016-10-03 09:00:00)","0","204"
"1","[2016-10-03 08:40:00,2016-10-03 09:00:00)","1","15"
"3","[2016-10-03 08:40:00,2016-10-03 09:00:00)","0","139"
"3","[2016-10-03 08:40:00,2016-10-03 09:00:00)","1","20"
"2","[2016-10-03 08:40:00,2016-10-03 09:00:00)","0","6"
"1","[2016-10-03 09:00:00,2016-10-03 09:20:00)","0","90"
"1","[2016-10-03 09:00:00,2016-10-03 09:20:00)","1","13"
"3","[2016-10-03 09:00:00,2016-10-03 09:20:00)","0","200"
"3","[2016-10-03 09:00:00,2016-10-03 09:20:00)","1","19"
"2","[2016-10-03 09:00:00,2016-10-03 09:20:00)","0","-1"
"1","[2016-10-03 09:20:00,2016-10-03 09:40:00)","0","183"
"1","[2016-10-03 09:20:00,2016-10-03 09:40:00)","1","17"
"3","[2016-10-03 09:20:00,2016-10-03 09:40:00)","0","155"
"3","[2016-10-03 09:20:00,2016-10-03 09:40:00)","1","23"
"2","[2016-10-03 09:20:00,2016-10-03 09:40:00)","0","-1"
"1","[2016-10-03 09:40:00,2016-10-03 10:00:00)","0","183"
"1","[2016-10-03 09:40:00,2016-10-03 10:00:00)","1","20"
"3","[2016-10-03 09:40:00,2016-10-03 10:00:00)","0","209"
"3","[2016-10-03 09:40:00,2016-10-03 10:00:00)","1","17"
"2","[2016-10-03 09:40:00,2016-10-03 10:00:00)","0","-1"
"1","[2016-10-03 17:00:00,2016-10-03 17:20:00)","0","153"
"1","[2016-10-03 17:00:00,2016-10-03 17:20:00)","1","11"
"3","[2016-10-03 17:00:00,2016-10-03 17:20:00)","0","97"
"3","[2016-10-03 17:00:00,2016-10-03 17:20:00)","1","14"
"2","[2016-10-03 17:00:00,2016-10-03 17:20:00)","0","5"
"1","[2016-10-03 17:20:00,2016-10-03 17:40:00)","0","116"
"1","[2016-10-03 17:20:00,2016-10-03 17:40:00)","1","15"
"3","[2016-10-03 17:20:00,2016-10-03 17:40:00)","0","96"
"3","[2016-10-03 17:20:00,2016-10-03 17:40:00)","1","9"
"2","[2016-10-03 17:20:00,2016-10-03 17:40:00)","0","7"
"1","[2016-10-03 17:40:00,2016-10-03 18:00:00)","0","111"
"1","[2016-10-03 17:40:00,2016-10-03 18:00:00)","1","10"
"3","[2016-10-03 17:40:00,2016-10-03 18:00:00)","0","92"
"3","[2016-10-03 17:40:00,2016-10-03 18:00:00)","1","7"
"2","[2016-10-03 17:40:00,2016-10-03 18:00:00)","0","5"
"1","[2016-10-03 18:00:00,2016-10-03 18:20:00)","0","111"
"1","[2016-10-03 18:00:00,2016-10-03 18:20:00)","1","7"
"3","[2016-10-03 18:00:00,2016-10-03 18:20:00)","0","79"
"3","[2016-10-03 18:00:00,2016-10-03 18:20:00)","1","12"
"2","[2016-10-03 18:00:00,2016-10-03 18:20:00)","0","3"
"1","[2016-10-03 18:20:00,2016-10-03 18:40:00)","0","96"
"1","[2016-10-03 18:20:00,2016-10-03 18:40:00)","1","10"
"3","[2016-10-03 18:20:00,2016-10-03 18:40:00)","0","78"
"3","[2016-10-03 18:20:00,2016-10-03 18:40:00)","1","20"
"2","[2016-10-03 18:20:00,2016-10-03 18:40:00)","0","9"
"1","[2016-10-03 18:40:00,2016-10-03 19:00:00)","0","84"
"1","[2016-10-03 18:40:00,2016-10-03 19:00:00)","1","11"
"3","[2016-10-03 18:40:00,2016-10-03 19:00:00)","0","72"
"3","[2016-10-03 18:40:00,2016-10-03 19:00:00)","1","11"
"2","[2016-10-03 18:40:00,2016-10-03 19:00:00)","0","4"
"1","[2016-10-04 08:00:00,2016-10-04 08:20:00)","0","175"
"1","[2016-10-04 08:00:00,2016-10-04 08:20:00)","1","26"
"3","[2016-10-04 08:00:00,2016-10-04 08:20:00)","0","123"
"3","[2016-10-04 08:00:00,2016-10-04 08:20:00)","1","15"
"2","[2016-10-04 08:00:00,2016-10-04 08:20:00)","0","4"
"1","[2016-10-04 08:20:00,2016-10-04 08:40:00)","0","192"
"1","[2016-10-04 08:20:00,2016-10-04 08:40:00)","1","20"
"3","[2016-10-04 08:20:00,2016-10-04 08:40:00)","0","132"
"3","[2016-10-04 08:20:00,2016-10-04 08:40:00)","1","20"
"2","[2016-10-04 08:20:00,2016-10-04 08:40:00)","0","8"
"1","[2016-10-04 08:40:00,2016-10-04 09:00:00)","0","215"
"1","[2016-10-04 08:40:00,2016-10-04 09:00:00)","1","23"
"3","[2016-10-04 08:40:00,2016-10-04 09:00:00)","0","171"
"3","[2016-10-04 08:40:00,2016-10-04 09:00:00)","1","35"
"2","[2016-10-04 08:40:00,2016-10-04 09:00:00)","0","8"
"1","[2016-10-04 09:00:00,2016-10-04 09:20:00)","0","232"
"1","[2016-10-04 09:00:00,2016-10-04 09:20:00)","1","26"
"3","[2016-10-04 09:00:00,2016-10-04 09:20:00)","0","170"
"3","[2016-10-04 09:00:00,2016-10-04 09:20:00)","1","26"
"2","[2016-10-04 09:00:00,2016-10-04 09:20:00)","0","10"
"1","[2016-10-04 09:20:00,2016-10-04 09:40:00)","0","207"
"1","[2016-10-04 09:20:00,2016-10-04 09:40:00)","1","20"
"3","[2016-10-04 09:20:00,2016-10-04 09:40:00)","0","149"
"3","[2016-10-04 09:20:00,2016-10-04 09:40:00)","1","25"
"2","[2016-10-04 09:20:00,2016-10-04 09:40:00)","0","9"
"1","[2016-10-04 09:40:00,2016-10-04 10:00:00)","0","229"
"1","[2016-10-04 09:40:00,2016-10-04 10:00:00)","1","23"
"3","[2016-10-04 09:40:00,2016-10-04 10:00:00)","0","108"
"3","[2016-10-04 09:40:00,2016-10-04 10:00:00)","1","23"
"2","[2016-10-04 09:40:00,2016-10-04 10:00:00)","0","11"
"1","[2016-10-04 17:00:00,2016-10-04 17:20:00)","0","205"
"1","[2016-10-04 17:00:00,2016-10-04 17:20:00)","1","12"
"3","[2016-10-04 17:00:00,2016-10-04 17:20:00)","0","127"
"3","[2016-10-04 17:00:00,2016-10-04 17:20:00)","1","8"
"2","[2016-10-04 17:00:00,2016-10-04 17:20:00)","0","19"
"1","[2016-10-04 17:20:00,2016-10-04 17:40:00)","0","193"
"1","[2016-10-04 17:20:00,2016-10-04 17:40:00)","1","18"
"3","[2016-10-04 17:20:00,2016-10-04 17:40:00)","0","95"
"3","[2016-10-04 17:20:00,2016-10-04 17:40:00)","1","7"
"2","[2016-10-04 17:20:00,2016-10-04 17:40:00)","0","15"
"1","[2016-10-04 17:40:00,2016-10-04 18:00:00)","0","173"
"1","[2016-10-04 17:40:00,2016-10-04 18:00:00)","1","14"
"3","[2016-10-04 17:40:00,2016-10-04 18:00:00)","0","111"
"3","[2016-10-04 17:40:00,2016-10-04 18:00:00)","1","18"
"2","[2016-10-04 17:40:00,2016-10-04 18:00:00)","0","8"
"1","[2016-10-04 18:00:00,2016-10-04 18:20:00)","0","131"
"1","[2016-10-04 18:00:00,2016-10-04 18:20:00)","1","14"
"3","[2016-10-04 18:00:00,2016-10-04 18:20:00)","0","112"
"3","[2016-10-04 18:00:00,2016-10-04 18:20:00)","1","15"
"2","[2016-10-04 18:00:00,2016-10-04 18:20:00)","0","6"
"1","[2016-10-04 18:20:00,2016-10-04 18:40:00)","0","107"
"1","[2016-10-04 18:20:00,2016-10-04 18:40:00)","1","11"
"3","[2016-10-04 18:20:00,2016-10-04 18:40:00)","0","85"
"3","[2016-10-04 18:20:00,2016-10-04 18:40:00)","1","11"
"2","[2016-10-04 18:20:00,2016-10-04 18:40:00)","0","9"
"1","[2016-10-04 18:40:00,2016-10-04 19:00:00)","0","111"
"1","[2016-10-04 18:40:00,2016-10-04 19:00:00)","1","11"
"3","[2016-10-04 18:40:00,2016-10-04 19:00:00)","0","94"
"3","[2016-10-04 18:40:00,2016-10-04 19:00:00)","1","7"
"2","[2016-10-04 18:40:00,2016-10-04 19:00:00)","0","7"
"1","[2016-10-05 08:00:00,2016-10-05 08:20:00)","0","130"
"1","[2016-10-05 08:00:00,2016-10-05 08:20:00)","1","16"
"3","[2016-10-05 08:00:00,2016-10-05 08:20:00)","0","150"
"3","[2016-10-05 08:00:00,2016-10-05 08:20:00)","1","20"
"2","[2016-10-05 08:00:00,2016-10-05 08:20:00)","0","12"
"1","[2016-10-05 08:20:00,2016-10-05 08:40:00)","0","192"
"1","[2016-10-05 08:20:00,2016-10-05 08:40:00)","1","22"
"3","[2016-10-05 08:20:00,2016-10-05 08:40:00)","0","150"
"3","[2016-10-05 08:20:00,2016-10-05 08:40:00)","1","22"
"2","[2016-10-05 08:20:00,2016-10-05 08:40:00)","0","15"
"1","[2016-10-05 08:40:00,2016-10-05 09:00:00)","0","182"
"1","[2016-10-05 08:40:00,2016-10-05 09:00:00)","1","24"
"3","[2016-10-05 08:40:00,2016-10-05 09:00:00)","0","157"
"3","[2016-10-05 08:40:00,2016-10-05 09:00:00)","1","24"
"2","[2016-10-05 08:40:00,2016-10-05 09:00:00)","0","10"
"1","[2016-10-05 09:00:00,2016-10-05 09:20:00)","0","165"
"1","[2016-10-05 09:00:00,2016-10-05 09:20:00)","1","15"
"3","[2016-10-05 09:00:00,2016-10-05 09:20:00)","0","149"
"3","[2016-10-05 09:00:00,2016-10-05 09:20:00)","1","35"
"2","[2016-10-05 09:00:00,2016-10-05 09:20:00)","0","5"
"1","[2016-10-05 09:20:00,2016-10-05 09:40:00)","0","188"
"1","[2016-10-05 09:20:00,2016-10-05 09:40:00)","1","29"
"3","[2016-10-05 09:20:00,2016-10-05 09:40:00)","0","170"
"3","[2016-10-05 09:20:00,2016-10-05 09:40:00)","1","34"
"2","[2016-10-05 09:20:00,2016-10-05 09:40:00)","0","14"
"1","[2016-10-05 09:40:00,2016-10-05 10:00:00)","0","166"
"1","[2016-10-05 09:40:00,2016-10-05 10:00:00)","1","29"
"3","[2016-10-05 09:40:00,2016-10-05 10:00:00)","0","104"
"3","[2016-10-05 09:40:00,2016-10-05 10:00:00)","1","20"
"2","[2016-10-05 09:40:00,2016-10-05 10:00:00)","0","10"
"1","[2016-10-05 17:00:00,2016-10-05 17:20:00)","0","163"
"1","[2016-10-05 17:00:00,2016-10-05 17:20:00)","1","10"
"3","[2016-10-05 17:00:00,2016-10-05 17:20:00)","0","154"
"3","[2016-10-05 17:00:00,2016-10-05 17:20:00)","1","8"
"2","[2016-10-05 17:00:00,2016-10-05 17:20:00)","0","23"
"1","[2016-10-05 17:20:00,2016-10-05 17:40:00)","0","179"
"1","[2016-10-05 17:20:00,2016-10-05 17:40:00)","1","16"
"3","[2016-10-05 17:20:00,2016-10-05 17:40:00)","0","129"
"3","[2016-10-05 17:20:00,2016-10-05 17:40:00)","1","16"
"2","[2016-10-05 17:20:00,2016-10-05 17:40:00)","0","16"
"1","[2016-10-05 17:40:00,2016-10-05 18:00:00)","0","215"
"1","[2016-10-05 17:40:00,2016-10-05 18:00:00)","1","17"
"3","[2016-10-05 17:40:00,2016-10-05 18:00:00)","0","108"
"3","[2016-10-05 17:40:00,2016-10-05 18:00:00)","1","12"
"2","[2016-10-05 17:40:00,2016-10-05 18:00:00)","0","12"
"1","[2016-10-05 18:00:00,2016-10-05 18:20:00)","0","189"
"1","[2016-10-05 18:00:00,2016-10-05 18:20:00)","1","12"
"3","[2016-10-05 18:00:00,2016-10-05 18:20:00)","0","111"
"3","[2016-10-05 18:00:00,2016-10-05 18:20:00)","1","10"
"2","[2016-10-05 18:00:00,2016-10-05 18:20:00)","0","10"
"1","[2016-10-05 18:20:00,2016-10-05 18:40:00)","0","175"
"1","[2016-10-05 18:20:00,2016-10-05 18:40:00)","1","18"
"3","[2016-10-05 18:20:00,2016-10-05 18:40:00)","0","99"
"3","[2016-10-05 18:20:00,2016-10-05 18:40:00)","1","5"
"2","[2016-10-05 18:20:00,2016-10-05 18:40:00)","0","12"
"1","[2016-10-05 18:40:00,2016-10-05 19:00:00)","0","128"
"1","[2016-10-05 18:40:00,2016-10-05 19:00:00)","1","10"
"3","[2016-10-05 18:40:00,2016-10-05 19:00:00)","0","99"
"3","[2016-10-05 18:40:00,2016-10-05 19:00:00)","1","9"
"2","[2016-10-05 18:40:00,2016-10-05 19:00:00)","0","5"
"1","[2016-10-06 08:00:00,2016-10-06 08:20:00)","0","122"
"1","[2016-10-06 08:00:00,2016-10-06 08:20:00)","1","18"
"3","[2016-10-06 08:00:00,2016-10-06 08:20:00)","0","124"
"3","[2016-10-06 08:00:00,2016-10-06 08:20:00)","1","21"
"2","[2016-10-06 08:00:00,2016-10-06 08:20:00)","0","8"
"1","[2016-10-06 08:20:00,2016-10-06 08:40:00)","0","150"
"1","[2016-10-06 08:20:00,2016-10-06 08:40:00)","1","21"
"3","[2016-10-06 08:20:00,2016-10-06 08:40:00)","0","148"
"3","[2016-10-06 08:20:00,2016-10-06 08:40:00)","1","18"
"2","[2016-10-06 08:20:00,2016-10-06 08:40:00)","0","7"
"1","[2016-10-06 08:40:00,2016-10-06 09:00:00)","0","170"
"1","[2016-10-06 08:40:00,2016-10-06 09:00:00)","1","14"
"3","[2016-10-06 08:40:00,2016-10-06 09:00:00)","0","129"
"3","[2016-10-06 08:40:00,2016-10-06 09:00:00)","1","25"
"2","[2016-10-06 08:40:00,2016-10-06 09:00:00)","0","19"
"1","[2016-10-06 09:00:00,2016-10-06 09:20:00)","0","160"
"1","[2016-10-06 09:00:00,2016-10-06 09:20:00)","1","20"
"3","[2016-10-06 09:00:00,2016-10-06 09:20:00)","0","140"
"3","[2016-10-06 09:00:00,2016-10-06 09:20:00)","1","28"
"2","[2016-10-06 09:00:00,2016-10-06 09:20:00)","0","16"
"1","[2016-10-06 09:20:00,2016-10-06 09:40:00)","0","189"
"1","[2016-10-06 09:20:00,2016-10-06 09:40:00)","1","27"
"3","[2016-10-06 09:20:00,2016-10-06 09:40:00)","0","169"
"3","[2016-10-06 09:20:00,2016-10-06 09:40:00)","1","19"
"2","[2016-10-06 09:20:00,2016-10-06 09:40:00)","0","12"
"1","[2016-10-06 09:40:00,2016-10-06 10:00:00)","0","173"
"1","[2016-10-06 09:40:00,2016-10-06 10:00:00)","1","23"
"3","[2016-10-06 09:40:00,2016-10-06 10:00:00)","0","162"
"3","[2016-10-06 09:40:00,2016-10-06 10:00:00)","1","28"
"2","[2016-10-06 09:40:00,2016-10-06 10:00:00)","0","12"
"1","[2016-10-06 17:00:00,2016-10-06 17:20:00)","0","196"
"1","[2016-10-06 17:00:00,2016-10-06 17:20:00)","1","12"
"3","[2016-10-06 17:00:00,2016-10-06 17:20:00)","0","105"
"3","[2016-10-06 17:00:00,2016-10-06 17:20:00)","1","17"
"2","[2016-10-06 17:00:00,2016-10-06 17:20:00)","0","18"
"1","[2016-10-06 17:20:00,2016-10-06 17:40:00)","0","163"
"1","[2016-10-06 17:20:00,2016-10-06 17:40:00)","1","16"
"3","[2016-10-06 17:20:00,2016-10-06 17:40:00)","0","106"
"3","[2016-10-06 17:20:00,2016-10-06 17:40:00)","1","10"
"2","[2016-10-06 17:20:00,2016-10-06 17:40:00)","0","11"
"1","[2016-10-06 17:40:00,2016-10-06 18:00:00)","0","154"
"1","[2016-10-06 17:40:00,2016-10-06 18:00:00)","1","19"
"3","[2016-10-06 17:40:00,2016-10-06 18:00:00)","0","100"
"3","[2016-10-06 17:40:00,2016-10-06 18:00:00)","1","16"
"2","[2016-10-06 17:40:00,2016-10-06 18:00:00)","0","11"
"1","[2016-10-06 18:00:00,2016-10-06 18:20:00)","0","157"
"1","[2016-10-06 18:00:00,2016-10-06 18:20:00)","1","15"
"3","[2016-10-06 18:00:00,2016-10-06 18:20:00)","0","91"
"3","[2016-10-06 18:00:00,2016-10-06 18:20:00)","1","12"
"2","[2016-10-06 18:00:00,2016-10-06 18:20:00)","0","14"
"1","[2016-10-06 18:20:00,2016-10-06 18:40:00)","0","130"
"1","[2016-10-06 18:20:00,2016-10-06 18:40:00)","1","10"
"3","[2016-10-06 18:20:00,2016-10-06 18:40:00)","0","80"
"3","[2016-10-06 18:20:00,2016-10-06 18:40:00)","1","12"
"2","[2016-10-06 18:20:00,2016-10-06 18:40:00)","0","5"
"1","[2016-10-06 18:40:00,2016-10-06 19:00:00)","0","140"
"1","[2016-10-06 18:40:00,2016-10-06 19:00:00)","1","17"
"3","[2016-10-06 18:40:00,2016-10-06 19:00:00)","0","62"
"3","[2016-10-06 18:40:00,2016-10-06 19:00:00)","1","3"
"2","[2016-10-06 18:40:00,2016-10-06 19:00:00)","0","8"
"1","[2016-10-07 08:00:00,2016-10-07 08:20:00)","0","110"
"1","[2016-10-07 08:00:00,2016-10-07 08:20:00)","1","23"
"3","[2016-10-07 08:00:00,2016-10-07 08:20:00)","0","145"
"3","[2016-10-07 08:00:00,2016-10-07 08:20:00)","1","19"
"2","[2016-10-07 08:00:00,2016-10-07 08:20:00)","0","8"
"1","[2016-10-07 08:20:00,2016-10-07 08:40:00)","0","122"
"1","[2016-10-07 08:20:00,2016-10-07 08:40:00)","1","18"
"3","[2016-10-07 08:20:00,2016-10-07 08:40:00)","0","140"
"3","[2016-10-07 08:20:00,2016-10-07 08:40:00)","1","32"
"2","[2016-10-07 08:20:00,2016-10-07 08:40:00)","0","14"
"1","[2016-10-07 08:40:00,2016-10-07 09:00:00)","0","113"
"1","[2016-10-07 08:40:00,2016-10-07 09:00:00)","1","19"
"3","[2016-10-07 08:40:00,2016-10-07 09:00:00)","0","130"
"3","[2016-10-07 08:40:00,2016-10-07 09:00:00)","1","19"
"2","[2016-10-07 08:40:00,2016-10-07 09:00:00)","0","9"
"1","[2016-10-07 09:00:00,2016-10-07 09:20:00)","0","147"
"1","[2016-10-07 09:00:00,2016-10-07 09:20:00)","1","21"
"3","[2016-10-07 09:00:00,2016-10-07 09:20:00)","0","131"
"3","[2016-10-07 09:00:00,2016-10-07 09:20:00)","1","32"
"2","[2016-10-07 09:00:00,2016-10-07 09:20:00)","0","11"
"1","[2016-10-07 09:20:00,2016-10-07 09:40:00)","0","155"
"1","[2016-10-07 09:20:00,2016-10-07 09:40:00)","1","28"
"3","[2016-10-07 09:20:00,2016-10-07 09:40:00)","0","137"
"3","[2016-10-07 09:20:00,2016-10-07 09:40:00)","1","32"
"2","[2016-10-07 09:20:00,2016-10-07 09:40:00)","0","7"
"1","[2016-10-07 09:40:00,2016-10-07 10:00:00)","0","148"
"1","[2016-10-07 09:40:00,2016-10-07 10:00:00)","1","23"
"3","[2016-10-07 09:40:00,2016-10-07 10:00:00)","0","140"
"3","[2016-10-07 09:40:00,2016-10-07 10:00:00)","1","28"
"2","[2016-10-07 09:40:00,2016-10-07 10:00:00)","0","10"
"1","[2016-10-07 17:00:00,2016-10-07 17:20:00)","0","172"
"1","[2016-10-07 17:00:00,2016-10-07 17:20:00)","1","15"
"3","[2016-10-07 17:00:00,2016-10-07 17:20:00)","0","144"
"3","[2016-10-07 17:00:00,2016-10-07 17:20:00)","1","12"
"2","[2016-10-07 17:00:00,2016-10-07 17:20:00)","0","7"
"1","[2016-10-07 17:20:00,2016-10-07 17:40:00)","0","118"
"1","[2016-10-07 17:20:00,2016-10-07 17:40:00)","1","23"
"3","[2016-10-07 17:20:00,2016-10-07 17:40:00)","0","101"
"3","[2016-10-07 17:20:00,2016-10-07 17:40:00)","1","14"
"2","[2016-10-07 17:20:00,2016-10-07 17:40:00)","0","12"
"1","[2016-10-07 17:40:00,2016-10-07 18:00:00)","0","130"
"1","[2016-10-07 17:40:00,2016-10-07 18:00:00)","1","18"
"3","[2016-10-07 17:40:00,2016-10-07 18:00:00)","0","130"
"3","[2016-10-07 17:40:00,2016-10-07 18:00:00)","1","16"
"2","[2016-10-07 17:40:00,2016-10-07 18:00:00)","0","9"
"1","[2016-10-07 18:00:00,2016-10-07 18:20:00)","0","95"
"1","[2016-10-07 18:00:00,2016-10-07 18:20:00)","1","15"
"3","[2016-10-07 18:00:00,2016-10-07 18:20:00)","0","93"
"3","[2016-10-07 18:00:00,2016-10-07 18:20:00)","1","13"
"2","[2016-10-07 18:00:00,2016-10-07 18:20:00)","0","9"
"1","[2016-10-07 18:20:00,2016-10-07 18:40:00)","0","98"
"1","[2016-10-07 18:20:00,2016-10-07 18:40:00)","1","18"
"3","[2016-10-07 18:20:00,2016-10-07 18:40:00)","0","87"
"3","[2016-10-07 18:20:00,2016-10-07 18:40:00)","1","13"
"2","[2016-10-07 18:20:00,2016-10-07 18:40:00)","0","6"
"1","[2016-10-07 18:40:00,2016-10-07 19:00:00)","0","64"
"1","[2016-10-07 18:40:00,2016-10-07 19:00:00)","1","10"
"3","[2016-10-07 18:40:00,2016-10-07 19:00:00)","0","85"
"3","[2016-10-07 18:40:00,2016-10-07 19:00:00)","1","12"
"2","[2016-10-07 18:40:00,2016-10-07 19:00:00)","0","6"
"1","[2016-10-08 08:00:00,2016-10-08 08:20:00)","0","31"
"1","[2016-10-08 08:00:00,2016-10-08 08:20:00)","1","96"
"3","[2016-10-08 08:00:00,2016-10-08 08:20:00)","0","137"
"3","[2016-10-08 08:00:00,2016-10-08 08:20:00)","1","128"
"2","[2016-10-08 08:00:00,2016-10-08 08:20:00)","0","106"
"1","[2016-10-08 08:20:00,2016-10-08 08:40:00)","0","39"
"1","[2016-10-08 08:20:00,2016-10-08 08:40:00)","1","117"
"3","[2016-10-08 08:20:00,2016-10-08 08:40:00)","0","152"
"3","[2016-10-08 08:20:00,2016-10-08 08:40:00)","1","129"
"2","[2016-10-08 08:20:00,2016-10-08 08:40:00)","0","93"
"1","[2016-10-08 08:40:00,2016-10-08 09:00:00)","0","38"
"1","[2016-10-08 08:40:00,2016-10-08 09:00:00)","1","82"
"3","[2016-10-08 08:40:00,2016-10-08 09:00:00)","0","145"
"3","[2016-10-08 08:40:00,2016-10-08 09:00:00)","1","142"
"2","[2016-10-08 08:40:00,2016-10-08 09:00:00)","0","83"
"1","[2016-10-08 09:00:00,2016-10-08 09:20:00)","0","35"
"1","[2016-10-08 09:00:00,2016-10-08 09:20:00)","1","113"
"3","[2016-10-08 09:00:00,2016-10-08 09:20:00)","0","148"
"3","[2016-10-08 09:00:00,2016-10-08 09:20:00)","1","132"
"2","[2016-10-08 09:00:00,2016-10-08 09:20:00)","0","83"
"1","[2016-10-08 09:20:00,2016-10-08 09:40:00)","0","31"
"1","[2016-10-08 09:20:00,2016-10-08 09:40:00)","1","73"
"3","[2016-10-08 09:20:00,2016-10-08 09:40:00)","0","137"
